공원번호,공원명,개원일,이미지,지역,공원주소,전화번호,X좌표,Y좌표,바로가기
31,낙산근린공원,2002.6.12,http://parks.seoul.go.kr/file/info/view.do?fIdx=1908,종로구,서울특별시 종로구 낙산길 41 (우) 03085,02-743-7985~6,127.00758700000002,37.580477,http://parks.seoul.go.kr/template/sub/naksan.do
32,양재시민의숲,1986.11.30,http://parks.seoul.go.kr/file/info/view.do?fIdx=1909,서초구,서울특별시 서초구 매헌로 99 (양재동),02-575-3895,127.03504199999999,37.471225,http://parks.seoul.go.kr/template/sub/citizen.do
36,관악산도시자연공원,1968.1.15,http://parks.seoul.go.kr/file/info/view.do?fIdx=1910,관악구,서울특별시 관악구 관악로 1(관악산공원),02-2627-1653,126.96413000000001,37.445208,-
37,효창근린공원,1940.3.12,http://parks.seoul.go.kr/file/info/view.do?fIdx=1912,용산구,서울특별시 용산구 효창원로 177-18,02-2199-7608,126.95993,37.545234,-
39,감로천생태공원(관악산),2002.7.15,http://parks.seoul.go.kr/file/info/view.do?fIdx=1913,금천구,서울특별시 금천구 독산4동 371?375 373일대,02)2627-2395~7,126.9079509,37.469625,-
40,개운산근린공원,1995.5.3,http://parks.seoul.go.kr/file/info/view.do?fIdx=1914,성북구,서울특별시 성북구 북악산로 949-73(돈암동 6-1),02-2241-3667,127.0252858,37.596583700000004,-
41,개웅산근린공원,1971.8.6,http://parks.seoul.go.kr/file/info/view.do?fIdx=1915,구로구,서울특별시 구로구 오류동 산13-1,02-860-3086,126.84857340000002,37.4888943,-
45,경희궁,2002,http://parks.seoul.go.kr/file/info/view.do?fIdx=1918,종로구,서울특별시 종로구 새문안로 55(신문로2가 2-1),02-2148-4144,126.9685341,37.570772999999996,-
46,국립현충원,1955.7.15,http://parks.seoul.go.kr/file/info/view.do?fIdx=1919,동작구,서울특별시 동작구 사당2동 산41-2,02-826-6235,126.97368490000001,37.4998621,-
47,계남근린공원,1971.8.6,http://parks.seoul.go.kr/file/info/view.do?fIdx=1920,양천구,서울특별시 양천구 신정동 산44-2일대,02-2620-3575,126.84796429999999,37.513835799999995,-
48,고척근린공원,1988.12,http://parks.seoul.go.kr/file/info/view.do?fIdx=1921,구로구,서울특별시 구로구 고척로45길 39(고척공원),02-860-3086,126.85214950000001,37.5042944,-
51,파리근린공원,1987.6.30  ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1922,양천구,서울특별시 양천구 목동동로 363 ,02-2620-3576,126.87639320000001,37.5349739,-
52,허준공원,1993.10.31 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1923,강서구,서울특별시 강서구 허준로5길 42,02-2600-4186,126.8526745,37.5679874,-
53,궁동근린공원,1940.3.12,http://parks.seoul.go.kr/file/info/view.do?fIdx=1924,서대문구,서울특별시 서대문구 성산로7길 19-24(궁동공원) ,02-330-1961,126.9229851,37.5690506,-
54,궁산근린공원,1996.12.19 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1925,강서구,서울특별시 강서구 가양동 산4-7,02-2600-4185,126.838952,37.5735645,-
55,까치산근린공원,1971.8.6 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1926,동작구,서울특별시 동작구 사당동 산32,02-820-1396,126.96407350000001,37.4845836,-
56,꿩고개근린공원,1977.7.14 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1927,강서구,서울특별시 강서구 방화동 산110,02-2600-4186,126.8157075,37.5801585,-
57,노량진공원,1993.4.17 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1928,동작구,서울특별시 동작구 여의대방로 15-45(여의대방로36길 71),02-820-9845,126.928607,37.510234000000004,-
58,답십리근린공원,1998,http://parks.seoul.go.kr/file/info/view.do?fIdx=1929,동대문구,서울특별시 동대문구 답십리로 209(답십리공원) ,02-2127-4398,127.0626512,37.5750896,-
59,대모산도시자연공원,1989.11.23 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1930,강남구,서울특별시 강남구 광평로10길 30-71(대모산공원) ,02-3423-6283,127.0809639,37.4796489,-
60,탑골근린공원,1971.8.6 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1931,종로구,서울특별시 종로구 종로 99,02-2148-2843,126.98828529999999,37.5710052,-
61,갈산근린공원,1971.8.6 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1932,양천구,서울특별시 양천구 신정동 162-56,02-2620-3574,126.8689146,37.5082119,-
65,천마근린공원,2002.10.30 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1936,송파구,서울특별시 송파구 마천동 산 1-1,02-400-0978,127.1586644,37.5005173,-
66,도곡근린공원,1977.7.9,http://parks.seoul.go.kr/file/info/view.do?fIdx=1937,강남구,서울특별시 강남구 도곡동 산31-1,02-3423-6248,127.0450338,37.490312700000004,-
68,도산근린공원,1997.8.6 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1938,강남구,서울특별시 강남구 도산대로45길 20(도산공원),02-3423-6244,127.03502959999999,37.524675200000004,-
69,청량공원,1940.3.12 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1939,성북구,서울특별시 성북구 화랑로18가길 50,02-2241-3683,127.0511145,37.6020055,-
70,초안산근린공원,1971.8.6 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1940,도봉구,서울특별시 도봉구 창동 산157,02-2091-3754,127.0455446,37.648315999999994,-
71,동명근린공원,1989.4.29 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1911,강동구,서울특별시 강동구 고덕2동 229,02-3425-6444,127.1676703,37.5598341,-
72,마로니에공원,1982.4.29 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1941,종로구,서울특별시 종로구 대학로8길 1,02-2148-4158,127.00278859999999,37.5802295,-
73,자매근린공원,1977.5.1 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1942,영등포구,서울특별시 영등포구 의사당대로 166 (우) 07324,02-2670-3758,126.9302895,37.5177329,-
75,장지근린공원,2003.6.4 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1943,송파구,서울특별시 송파구 장지동 산 11번지,02-400-0978,127.1387,37.4957083,-
76,명일근린공원,1971.8.6 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1944,강동구,서울특별시 강동구 상일동 135,02-3425-6444,127.16136409999999,37.553714299999996,-
80,방화근린공원,1996.12.10,http://parks.seoul.go.kr/file/info/view.do?fIdx=1848,강서구,서울특별시 강서구 금낭화로 176(방화공원),02-2600-4186,126.8132285,37.5819812,-
81,아시아근린공원,1986.4.30,http://parks.seoul.go.kr/file/info/view.do?fIdx=1849,송파구,서울특별시 송파구 올림픽로 44 (잠실동),02-412-0270,127.0762885,37.5102779,-
82,배봉산근린공원,1992,http://parks.seoul.go.kr/file/info/view.do?fIdx=1850,동대문구,서울특별시 동대문구 한천로43길 12-14(배봉산공원) ,02-2127-4398,127.06416229999999,37.5812324,-
83,안산도시자연공원,1977.7.9,http://parks.seoul.go.kr/file/info/view.do?fIdx=1851,서대문구,서울특별시 서대문구 홍제동 산33-98,02-330-1958,126.9390273,37.5798246,-
85,염창근린공원,1977.7.9,http://parks.seoul.go.kr/file/info/view.do?fIdx=1852,강서구,서울특별시 강서구 염창동 산24-1,02-2600-4186,126.8689817,37.55797020000001,-
86,백련근린공원,1966. 2. 5,http://parks.seoul.go.kr/file/info/view.do?fIdx=1860,서대문구,서울특별시 서대문구 통일로 507-22(백련공원) ,02-330-1776,126.92861599999999,37.587966200000004,-
87,오금근린공원,1990.10.30,http://parks.seoul.go.kr/file/info/view.do?fIdx=1861,송파구,서울특별시 송파구 오금로 363 오금근린공원 ,02-400-0978,127.13239569999999,37.5038715,-
89,오동근린공원,1987.4.27,http://parks.seoul.go.kr/file/info/view.do?fIdx=1862,강북구,서울특별시 강북구 번동 산20-1,02-901-6923,127.03172690000001,37.6327957,-
90,봉산도시자연공원,1977.7.14 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1863,은평구,서울특별시 은평구 구산동 산61,02-351-8003,126.90201529999999,37.604071000000005,-
91,온수도시자연공원,1971.8.6,http://parks.seoul.go.kr/file/info/view.do?fIdx=1864,구로구,서울특별시 구로구 개봉동 산2-60,02-860-2396,126.83695,37.5002598,-
92,봉은공원,1971.8.6,http://parks.seoul.go.kr/file/info/view.do?fIdx=1865,강남구,서울특별시 강남구 삼성동 75,02-2104-1902,127.05549609999998,37.5139026,-
93,올림픽공원,1988,http://parks.seoul.go.kr/file/info/view.do?fIdx=1866,송파구,서울특별시 송파구 올림픽로 424 (방이동),02-410-1114,127.12295900000001,37.520934000000004,-
94,와룡근린공원,1984.4.1,http://parks.seoul.go.kr/file/info/view.do?fIdx=1867,종로구,서울특별시 종로구 와룡공원길 192 (우) 03063,02-2148-4150,126.9901672,37.59079439999999,-
95,봉화산근린공원,1977.7.9,http://parks.seoul.go.kr/file/info/view.do?fIdx=1868,중랑구,서울특별시 중랑구 묵동 산46-1,02-435-0069,127.0923625,37.6106404,-
96,북악산도시자연공원,1963.12.21,http://parks.seoul.go.kr/file/info/view.do?fIdx=1869,종로구,서울특별시 종로구 부암동 산2-6,02-2148-2843,126.97372949999999,37.5929992,-
98,북한산국립공원,1983.4.2,http://parks.seoul.go.kr/file/info/view.do?fIdx=1870,강북구,서울특별시 종로구 은평구 서대문구 성북구 강북구 도봉구 일대 경기도 의정부 양주군 고양시 일대,02-2148-2834,127.00093799999999,37.624549,-
99,외국인묘지공원,1965.5.6,http://parks.seoul.go.kr/file/info/view.do?fIdx=1871,마포구,서울특별시 마포구 양화진길 46(외국인묘지공원),02-3153-9554,126.911414,37.546797,-
100,불광근린공원,1977.7.14 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1872,은평구,서울특별시 은평구 불광동 산33-1,02-351-8004,126.9298962,37.6188016,-
101,불암산도시자연공원,1977.7.9,http://parks.seoul.go.kr/file/info/view.do?fIdx=1873,노원구,서울특별시 노원구 한글비석로12길 51-33(불암산공원) ,02-2116-3943,127.09527140000002,37.6636719,-
102,용마폭포공원,1958.2.15,http://parks.seoul.go.kr/file/info/view.do?fIdx=1874,중랑구,서울특별시 중랑구 면목동 산1-4 ,02-2094-2965,127.0905888,37.5731968,-
103,사육신공원,1978.5.19,http://parks.seoul.go.kr/file/info/view.do?fIdx=1875,동작구,서울특별시 동작구 노량진로 191,02-820-9844,126.94863600000001,37.5137049,-
104,용왕산근린공원,1971.8.6,http://parks.seoul.go.kr/file/info/view.do?fIdx=1876,양천구,서울특별시 양천구 목동 199-51,02-2620-3574,126.8783125,37.5429593,-
106,사직근린공원,1940.3.12,http://parks.seoul.go.kr/file/info/view.do?fIdx=1877,종로구,서울특별시 종로구 사직로9길 5,02-2148-2834,126.96740179999999,37.5759864,-
107,우장산근린공원,1988.12.30,http://parks.seoul.go.kr/file/info/view.do?fIdx=1878,강서구,서울특별시 강서구 내발산동 산4-5,02-2600-4185,126.844932,37.5541932,-
108,삼일근린공원,1990.12.21,http://parks.seoul.go.kr/file/info/view.do?fIdx=1879,동작구,서울특별시 동작구 사당동 산24-17,02-820-9845,126.9743686,37.4860183,-
109,삼청근린공원,1940.3.12,http://parks.seoul.go.kr/file/info/view.do?fIdx=1880,종로구,서울특별시 종로구 북촌로 134-1 (우) 03050,02-2148-4150,126.9842875,37.5895821,-
110,인왕산도시자연공원,1940.3.12,http://parks.seoul.go.kr/file/info/view.do?fIdx=1881,종로구,서울특별시 종로구 옥인동 산 3-1 ,02-2148-2834,126.9578438,37.5849001,-
111,상도근린공원,1940. 03. 12,http://parks.seoul.go.kr/file/info/view.do?fIdx=1882,동작구,서울특별시 동작구 성대로6사길 27-6(상도공원) ,02-820-1396,126.9385469,37.492298999999996,-
112,일자산도시자연공원,2008.3.22,http://parks.seoul.go.kr/file/info/view.do?fIdx=1883,강동구,서울특별시 강동구 동남로 660(일자산공원),02-3425-6443,127.1574587,37.5431657,-
114,쌍문근린공원,1971.8.6,http://parks.seoul.go.kr/file/info/view.do?fIdx=1853,도봉구,서울특별시 도봉구 쌍문동 산80,02-2091-3754,127.02713159999999,37.6531456,-
117,수락산도시자연공원,1977.7.9,http://parks.seoul.go.kr/file/info/view.do?fIdx=1855,노원구,서울특별시 노원구 상계동 산3-1,02-2116-3966 ,127.08136329999999,37.699232,-
118,송파나루근린공원(석촌호수),1981.11.26,http://parks.seoul.go.kr/file/info/view.do?fIdx=1856,송파구,서울특별시 송파구 잠실로 148 (잠실동) ,02-400-3595,127.09830020000001,37.5069328,-
119,선유도근린공원,2003.4.26 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1857,영등포구,서울특별시 영등포구 선유로 343 (당산동 1) 선유도공원관리사무소,02-2631-9368,126.90014,37.543418,http://parks.seoul.go.kr/template/sub/seonyudo.do
120,손기정체육공원,1987.9.18,http://parks.seoul.go.kr/file/info/view.do?fIdx=1858,중구,서울특별시 중구 손기정로 101 ,02-3396-5894,126.9652702,37.5560189,-
122,성북근린공원,1990.8.25,http://parks.seoul.go.kr/file/info/view.do?fIdx=1859,성북구,서울특별시 성북구 돈암동 616-1055,02-2241-3683,127.0078625,37.5948509,-
123,봉제산공원,1977.7.9,http://parks.seoul.go.kr/file/info/view.do?fIdx=1470,강서구,서울특별시 강서구 화곡동 산41-6,02-2600-4184,126.85178359999999,37.5421979,-
124,서울창포원,2009.6.7,http://parks.seoul.go.kr/file/info/view.do?fIdx=1471,도봉구,서울특별시 도봉구 마들로 916(서울창포원) ,02-954-0031,127.04793799999999,37.689585,http://parks.seoul.go.kr/template/sub/irisgarden.do
125,북서울꿈의숲,2009.10.17,http://parks.seoul.go.kr/file/info/view.do?fIdx=1472,강북구,서울특별시 강북구 월계로 173,02-2289-4000~5,127.0407344,37.623335499999996,http://parks.seoul.go.kr/template/sub/dreamforest.do
127,서서울호수공원,2009.10.26,http://parks.seoul.go.kr/file/info/view.do?fIdx=1473,양천구,서울특별시 양천구 남부순환로64길 20 (신월동),02-2604-3004 ,126.83047890000002,37.5278392,http://parks.seoul.go.kr/template/sub/lakepark.do
128,중랑캠핑숲,2010.11.20 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1474,중랑구,서울특별시 중랑구 송림길 160(중랑캠핑숲)/중랑구 망우동 74(청소년체험의숲),02-434-4371(중랑캠핑숲)/02-432-2567(청소년체험의숲),127.1093075,37.6049896,http://parks.seoul.go.kr/template/sub/JungnangCampGround.do
1001,솔밭근린공원,2004.1.28,http://parks.seoul.go.kr/file/info/view.do?fIdx=1526,강북구,서울특별시 강북구 우이동 80번지 일대,02-901-6939,127.01162409999999,37.652331,-
1002,금천체육공원(관악산),2001.6.1,http://parks.seoul.go.kr/file/info/view.do?fIdx=1527,금천구,서울특별시 금천구 독산동 산118-4(금천체육공원),02-2627-1664 ,126.908681,37.468164,-
1003,금천폭포근린공원,2008.10.20,http://parks.seoul.go.kr/file/info/view.do?fIdx=1528,금천구,서울특별시 금천구 시흥대로38길 61(시흥동 937-2),02-2627-1652 ~ 7,126.90401270000001,37.446866299999996,-
1004,만수천공원(관악산),2008.9.12,http://parks.seoul.go.kr/file/info/view.do?fIdx=1529,금천구,서울특별시 금천구 독산동 산8 일대,02-2627-1662~6,126.9090028,37.4734274,-
1005,발바닥공원,2002,http://parks.seoul.go.kr/file/info/view.do?fIdx=1530,도봉구,서울특별시 도봉구 시루봉로6길 33,02-2091-3772,127.03198200000001,37.6597135,-
1006,월천근린공원,1988,http://parks.seoul.go.kr/file/info/view.do?fIdx=1531,도봉구,서울특별시 도봉구 창동 28번지,02-2091-3756,127.0509895,37.647388899999996,-
1007,용두근린공원,2010.3.25,http://parks.seoul.go.kr/file/info/view.do?fIdx=1532,동대문구,서울특별시 동대문구 용두동 34-1번지 일대,02-2127-4772,127.03900420000001,37.5732791,-
1008,상암근린공원,2006.1.1,http://parks.seoul.go.kr/file/info/view.do?fIdx=1533,마포구,서울특별시 마포구 상암동 1761,02-3153-9553,126.8859012,37.576010600000004,-
1009,와우근린공원,1940.3.12,http://parks.seoul.go.kr/file/info/view.do?fIdx=1534,마포구,서울특별시 마포구 창전동 3-193번지 일대(홍익대 뒷산),02-3153-9553,126.9289936,37.5517298,-
1010,금호근린공원,1976.5.3 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1535,성동구,서울특별시 성동구 장터1길 18,02-2286-5657,127.01894569999999,37.5494726,-
1011,달맞이근린공원,2007.12.2,http://parks.seoul.go.kr/file/info/view.do?fIdx=1536,성동구,서울특별시 성동구 옥수동 산1-1,02-2286-5657,127.0212054,37.543564,-
1012,문정근린공원,2006.3,http://parks.seoul.go.kr/file/info/view.do?fIdx=1537,송파구,서울특별시 송파구 문정동 18-4,02-400-0978,127.12758190000001,37.4862156,-
1014,문화예술공원,1994.10.25,http://parks.seoul.go.kr/file/info/view.do?fIdx=1539,서초구,서울특별시 서초구 바우뫼로12길 40 (양재동),02-2155-8601,127.03051699999999,37.467653999999996,-
1328,세종로공원,2010.11.12,http://parks.seoul.go.kr/file/info/view.do?fIdx=1698,종로구,서울특별시 종로구 세종대로 189 (우) 03172,02-2148-2843 ,126.9758875,37.5735,-
1329,샘말공원(관악산),2009.9.29,http://parks.seoul.go.kr/file/info/view.do?fIdx=1699,관악구,서울특별시 관악구 대학동 산63-1일대 샘말공원,02-879-6523,126.938511,37.4642128,-
1338,초안산생태공원,2012.4.6,http://parks.seoul.go.kr/file/info/view.do?fIdx=1708,도봉구,서울특별시 도봉구 창동 산24,02-2091-3754,127.0405382,37.647948299999996,-
1348,푸른수목원,,http://parks.seoul.go.kr/file/info/view.do?fIdx=1718,구로구,서울특별시 구로구 연동로 240(항동81-1) 푸른수목원관리사무소,02-2686-3200,126.82406999999999,37.483028999999995,http://parks.seoul.go.kr/template/sub/pureun.do
1357,서오능도시자연공원,,http://parks.seoul.go.kr/file/info/view.do?fIdx=1726,은평구,서울특별시 은평구 구파발동 갈현동 진관내동,02-351-8003,126.91343379999999,37.637482299999995,-
1360,청계산도시자연공원,1971.8 6,http://parks.seoul.go.kr/file/info/view.do?fIdx=1736,서초구,서울특별시 서초구 원지동 산 33,02-2155-6870,127.0424726,37.422434700000004,-
1362,개화근린공원,1997.7.9,http://parks.seoul.go.kr/file/info/view.do?fIdx=1730,강서구,서울특별시 강서구 개화동 산17,02-2600-4183,126.8068278,37.581391700000005,-
1364,아차산생태공원,2002.3,http://parks.seoul.go.kr/file/info/view.do?fIdx=1731,광진구,서울특별시 광진구 광장동 370,02-450-1192,127.1010031,37.551714200000006,-
1365,인능산도시자연공원,,http://parks.seoul.go.kr/file/info/view.do?fIdx=1732,서초구,서울특별시 서초구 내곡동 산12-404,02-2155-6873,127.0666632,37.4482109,-
1366,구룡산,,http://parks.seoul.go.kr/file/info/view.do?fIdx=1733,서초구,서울특별시 서초구 염곡동 산25-1,02-2155-6869,127.061567,37.468947299999996,-
1367,우면산도시자연공원,1971.8.6,http://parks.seoul.go.kr/file/info/view.do?fIdx=1673,서초구,서울특별시 서초구 우면동 산35-1,02-2155-6883,127.0091324,37.470484,-
1368,향림근린공원,,http://parks.seoul.go.kr/file/info/view.do?fIdx=1734,은평구,서울특별시 은평구 진관동 산55,02-351-8002,126.9240693,37.6293824,-
1369,신사근린공원,,http://parks.seoul.go.kr/file/info/view.do?fIdx=1735,은평구,서울특별시 은평구 신사동 산80-4,02-351-8004,126.91029479999999,37.5920771,-
1370,문화역 서울284,,http://parks.seoul.go.kr/file/info/view.do?fIdx=1722,중구,서울특별시 중구 통일로 1 서울역,02-3407-3500,126.9715923,37.5558722,-
1371,광평근린공원,1971.8.6 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1946,강남구,서울특별시 강남구 수서동 산10-1,02-3423-6243,127.092184,37.4880445,-
1372,청담근린공원,1990.4.30 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1948,강남구,서울특별시 강남구 청담동 66,02-3423-6244,127.052453,37.521325899999994,-
1373,허브천문공원,2006.9.21 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1917,강동구,서울특별시 강동구 둔촌동 산94,02-3425-6454,127.15339509999998,37.5372715,-
1374,연신내물빛공원,2001.10.31 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1737,은평구,서울특별시 은평구 통일로 849,02-351-8012,126.9207354,37.619052,-
1375,나들이근린공원,2007.7.18 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1739,중랑구,서울특별시 중구 망우동 산 30-7 일대,02-435-7168,127.11326100000001,37.6054218,-
1376,숭인근린공원,1940.3.12 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1740,종로구,서울특별시 종로구 숭인동 58,02-2148-4152,127.0178267,37.5764419,-
1377,서일대뒷산공원,1992.8.15 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1741,중랑구,서울특별시 중랑구 면목동 산19,02-2094-2363,127.0987817,37.5877155,-
1378,용마도시자연공원(사가정공원),2005.4.13 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1947,중랑구,서울특별시 중랑구 면목7동 산50 ,02-2094-2993,127.095997,37.579762200000005,-
1379,문화비축기지,2017.9.1,http://parks.seoul.go.kr/file/info/view.do?fIdx=1945,마포구,서울특별시 마포구 증산로 87,02-376-8410,126.89324548146364,37.571718477306064,http://parks.seoul.go.kr/template/sub/culturetank.do
1380,경춘선숲길,,http://parks.seoul.go.kr/file/info/view.do?fIdx=1906,,노원구 공릉2동 산 82-2,02-2289-4012,127.07648200000001,37.627077,-
1381,율현공원,2016.11.1,http://parks.seoul.go.kr/file/info/view.do?fIdx=1738,강남구,서울특별시 강남구 율현동 밤고개로24길(율현동 56),02-459-9452,127.11559399999999,37.472332,-
